OBJECTID,id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,planted_date,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,next_inspection_due,tpz,srz,removed_date,removed_reason,removed_notes,created_at,updated_at,Key,asset_file,Genus,MatchType,FinalAsset_LowPoly,FinalAsset_Realistic,FinalAsset_Schematic,FinalAsset_Fan,FinalAsset
6200,4656628,152117,Tree,Coral Gum,Eucalyptus,Torquata,,0,8,,Juvenile,,2-5m,1,Good,<5m,2,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000004594409439536140447E26904C7341C0,138.6007787,-34.90077402,Medindie Rd -Street Tree - Eucalyptus torquata,North Adelaide,No,24/07/2027 0:00,2,1.5,,,,24/07/2024,24/07/2024 0:00,EucalyptusTorquata,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
6477,4656905,152419,Tree,Cherry Plum,Prunus,Cerasifera,,0,15,,Juvenile,,2-5m,1,Good,<5m,3,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000445CEFED8C5361403FEDC758337641C0,138.6109533,-34.92344198,East Tce -Street Tree - Prunus cerasifera,Adelaide,No,17/10/2027 0:00,2,1.55,,,,17/10/2024,17/10/2024 0:00,PrunusCerasifera,,,Genus fallback,assets/Trees/LowPoly/PrunusArmeniaca.glb,assets/Trees/Realistic/PrunusArmeniaca.glb,assets/Trees/Schematic/PrunusArmeniaca.glb,assets/Trees/Fan/PrunusArmeniaca.glb,assets/Trees/LowPoly/PrunusArmeniaca.glb
6499,4656927,152442,Tree,Angophora Species,Angophora,Sp.,,0,34,,Mature,,5-10m,4,Good,5-10m,5,,,0,Good,,,1-2m,,,0,0,0101000020E6100000095EE3E9CB526140C4BD09F0237641C0,138.5873918,-34.92297173,West Tce -Street Tree - Angophora sp.,Adelaide,No,17/10/2027 0:00,4.08,2.19,,,,17/10/2024,17/10/2024 0:00,AngophoraSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6522,4656950,152468,Tree,Laurustinus,Viburnum,Tinus,,0,13,,Mature,,2-5m,4,Good,<5m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000007C1BAC490153614024D0E48B0B7441C0,138.5939072,-34.90660237,Tynte St -Street Tree - Viburnum tinus,North Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024,17/10/2024 0:00,ViburnumTinus,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6547,4656975,152493,Tree,Unknown,Unknown,Unknown,,0,15,,Mature,,5-10m,5,Good,5-10m,4,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000217365506D53614038A85890417441C0,138.607094,-34.90825085,Provost St -Street Tree - Unknown,North Adelaide,No,17/10/2027 0:00,2,1.55,,,,17/10/2024,17/10/2024 0:00,UnknownUnknown,,,Genus fallback,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6806,4657235,152809,Tree,Chantcleer Pear Tree,Pyrus,Calleryana,Chanticleer,0,10,,Juvenile,,2-5m,1,Good,<5m,3,,,0,Good,,,Less than 1m,,,0,0,0101000020E610000002E4196E1F53614040A6945B037641C0,138.5975867,-34.92197747,Bank St -Street Tree - Pyrus calleryana,Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024,17/10/2024 0:00,PyrusCalleryana,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6823,4657252,152826,Tree,Crimson Bottle Brush,Callistemon,Kings park special,,0,0,,Juvenile,,,1,,,1,,,0,Good,,,,,,0,0,0101000020E6100000631C6D667E53614025E3BD0FAC7741C0,138.6091797,-34.9349384,Charlotte St - Street Tree - Callistemon Kings Park Special,Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024,1/05/2024 0:00,CallistemonKings park special,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6824,4657253,152827,Tree,Lime,Tilia,Cordata,,0,10,,Young,,<2m,1,Average,<5m,1,,Low,1,Good,5-10 years,,Less than 1m,,,1,0,0101000020E61000007D6A8A3AF2526140AE82B5BD1F7441C0,138.5920689,-34.90721866,Wellington Square - Kudnartu - Park Tree - Tilia Cordata 'Winter Orange',North Adelaide,No,15/04/2026 13:33,2,1.5,,,,24/07/2024,16/04/2025 13:33,TiliaCordata,,,Genus fallback,assets/Trees/LowPoly/TiliaAmericana.glb,assets/Trees/Realistic/TiliaAmericana.glb,assets/Trees/Schematic/TiliaAmericana.glb,assets/Trees/Fan/TiliaAmericana.glb,assets/Trees/LowPoly/TiliaAmericana.glb
6845,4657274,152856,Removed,Bull Bay,Magnolia,Grandiflora,,0,10,,Young,,<2m,1,Average,<5m,1,,Low,1,Average,5-10 years,,Less than 1m,,,1,0,0101000020E610000031D228B00253614030048C708B7441C0,138.5940781,-34.91050536,Park 28 - Palmer Gardens - Park Tree - Magnolia Grandiflora,North Adelaide,No,5/06/2028 10:14,2,1.5,5/06/2025 0:00,Poor Health,Can hand dig stump out,24/07/2024,5/06/2025 10:14,MagnoliaGrandiflora,ESRI.lib/assets/Webstyles/Vegetation/Schematic/MagnoliaGrandiflora.glb,Magnolia,Species match,assets/Trees/LowPoly/MagnoliaGrandiflora.glb,assets/Trees/Realistic/MagnoliaGrandiflora.glb,assets/Trees/Schematic/MagnoliaGrandiflora.glb,assets/Trees/Fan/MagnoliaGrandiflora.glb,assets/Trees/LowPoly/MagnoliaGrandiflora.glb
6861,4657290,152875,Tree,White Poplar,Populus,Alba,,0,8,,Juvenile,,5-10m,2,Good,5-10m,2,,,0,Good,,,Less than 1m,,,1,0,0101000020E610000088A1D5C919536140162C593EE07741C0,138.596898,-34.93653087,Park 21 - Walyu Yarta -Park Tree - Populus alba,Adelaide,No,1/05/2027 0:00,2,1.5,,,,1/05/2024,1/05/2024 0:00,PopulusAlba,,,Genus fallback,assets/Trees/LowPoly/PopulusTremuloides.glb,assets/Trees/Realistic/PopulusTremuloides.glb,assets/Trees/Schematic/PopulusTremuloides.glb,assets/Trees/Fan/PopulusTremuloides.glb,assets/Trees/LowPoly/PopulusTremuloides.glb
6865,4657294,152880,Tree,Scarlet Oak,Quercus,Coccinea,,0,9,,Juvenile,,2-5m,1,Good,<5m,1,,,0,Good,,,Less than 1m,,,1,0,0101000020E6100000B469B63C205361409887AF23CC7741C0,138.5976852,-34.93591734,Park 21 - Walyu Yarta -Park Tree - Quercus coccinea,Adelaide,No,1/05/2027 0:00,2,1.5,,,,1/05/2024,1/05/2024 0:00,QuercusCoccinea,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
6866,4657295,152881,Tree,Norfolk Island Pine,Araucaria,Heterophylla,,0,16,,Juvenile,,2-5m,1,Good,<5m,1,,,0,Good,,,Less than 1m,,,1,0,0101000020E61000003854E7AC2A5361408AF2DCAD727341C0,138.5989594,-34.90193723,Park 04 - Kangatilla -Park Tree - Araucaria heterophylla,North Adelaide,No,24/07/2027 0:00,2,1.6,,,,24/07/2024,24/07/2024 0:00,AraucariaHeterophylla,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6910,4657339,152930,Tree,Pillar Crab Apple,Malus,Tschonskii,,0,6,,Juvenile,,2-5m,0,Good,<5m,0,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000B85274C9DD526140D4BBF4064A7641C0,138.5895736,-34.92413413,Philip St -Street Tree - Malus tschonskii,Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024,17/10/2024 0:00,MalusTschonskii,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6952,4657381,152983,Tree,Hoop Pine,Araucaria,Cunninghamii,,0,70,,Mature,,5-10m,0,Good,10-20m,20,,,0,Good,,High Vigour,2-3m,,,1,0,0101000020E61000006B4F7FACD65261405914FA89987441C0,138.5887053,-34.91090512,Park 01 - Pirltawardli - Park Tree - Araucaria Cunninghamii,North Adelaide,No,24/07/2027 0:00,8.4,2.97,,,,24/07/2024,24/07/2024 0:00,AraucariaCunninghamii,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6953,4657382,152984,Tree,Cook Pine,Araucaria,Columnaris,,0,108,,Mature,,>20m,0,Average,>20m,20,,Low,1,Average,10-20 years,High Vigour,Above 3m,,,1,0,0101000020E610000060DE8893605361403CD075A75C7641C0,138.6055391,-34.92470258,Hindmarsh Sq - Mukata -Park Tree - Araucaria columnaris,Adelaide,Yes,20/08/2028 12:00,12.96,3.56,,,,1/05/2024,20/08/2025 12:00,AraucariaColumnaris,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6955,4657384,152986,Tree,Irish Strawberry Tree,Arbutus,Unedo,,0,14,,Mature,,2-5m,0,Good,<5m,5,,Low,1,Good,10-20 years,Low Vigour,Less than 1m,,,1,0,0101000020E6100000D581621AFC52614073491793657641C0,138.5932743,-34.92497481,Light Sq - Wauwi -Park Tree - Arbutus unedo,Adelaide,No,3/07/2028 10:23,2,1.51,,,,1/05/2024,3/07/2025 10:23,ArbutusUnedo,ESRI.lib/assets/Webstyles/Vegetation/Schematic/ArbutusUnedo.glb,Arbutus,Species match,assets/Trees/LowPoly/ArbutusUnedo.glb,assets/Trees/Realistic/ArbutusUnedo.glb,assets/Trees/Schematic/ArbutusUnedo.glb,assets/Trees/Fan/ArbutusUnedo.glb,assets/Trees/LowPoly/ArbutusUnedo.glb
6956,4657385,152987,Tree,Neem Tree,Azadirachta,Indica,,0,58,,Mature,,,0,Good,5-10m,10,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E6100000DD4F7C6BD65261405EC8970EA57441C0,138.5886743,-34.91128714,Park 01 - Pirltawardli - Park Tree - Azadirachta Indica,North Adelaide,No,24/07/2027 0:00,6.96,2.74,,,,24/07/2024,24/07/2024 0:00,AzadirachtaIndica,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
6966,4657395,152999,Tree,Rottnest Island Pine,Callitris,Preissii,,0,39,,Mature,18/09/2023,5-10m,0,Good,5-10m,5,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E6100000099B4BBBE2526140D6E6DE47DE7741C0,138.5901772,-34.93647097,Park 21 West - Mirnu Wirra - Lundie -Park Tree - Callitris preissii,Adelaide,No,1/05/2027 0:00,4.68,2.32,,,,1/05/2024,1/05/2024 0:00,CallitrisPreissii,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7051,4657487,153101,Tree,Hawthorn,Crataegus,Monogyna,,0,47,,Mature,,5-10m,0,Good,5-10m,5,,,0,Poor,,High Vigour,1-2m,,,1,0,0101000020E6100000812D65CFD452614047F0B724A47441C0,138.5884778,-34.91125926,Park 01 - Pirltawardli - Park Tree - Crataegus Monogyna,North Adelaide,No,24/07/2027 0:00,5.64,2.51,,,,24/07/2024,24/07/2024 0:00,CrataegusMonogyna,ESRI.lib/assets/Webstyles/Vegetation/Schematic/CrataegusMonogyna.glb,Crataegus,Species match,assets/Trees/LowPoly/CrataegusMonogyna.glb,assets/Trees/Realistic/CrataegusMonogyna.glb,assets/Trees/Schematic/CrataegusMonogyna.glb,assets/Trees/Fan/CrataegusMonogyna.glb,assets/Trees/LowPoly/CrataegusMonogyna.glb
7057,4657493,153116,Tree,Cypress,Cupressus,Sp.,,0,46,,Mature,,10-20m,0,Good,10-20m,5,,,0,Good,,Medium Vigour,1-2m,,,1,0,0101000020E6100000A3320FAADE526140E5C95E84E37741C0,138.5896807,-34.93663077,Park 21 West - Mirnu Wirra - Lundie -Park Tree - Cupressus sp.,Adelaide,No,1/05/2027 0:00,5.52,2.49,,,,1/05/2024,1/05/2024 0:00,CupressusSp.,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
7058,4657494,153117,Tree,Erythrina Species,Erythrina,Sp.,,0,85,,Mature,,5-10m,0,Average,5-10m,10,,Moderate,2,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E61000004F8AA07B60536140B1C5A84A5F7641C0,138.6055277,-34.92478307,Hindmarsh Sq - Mukata -Park Tree - Erythrina sp.,Adelaide,Yes,20/08/2026 11:40,10.2,3.22,,,,1/05/2024,20/08/2025 11:40,ErythrinaSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7059,4657495,153118,Tree,African Coral Tree,Erythrina,Caffra,,0,61,,Mature,,5-10m,8,Good,5-10m,10,,Low,1,Good,10-20 years,High Vigour,1-2m,,,1,0,0101000020E610000081711530665361402D878A2F627641C0,138.6062241,-34.92487139,Hindmarsh Sq - Mukata -Park Tree - Erythrina caffra,Adelaide,No,22/08/2028 9:27,7.32,2.8,,,,1/05/2024,22/08/2025 9:27,ErythrinaCaffra,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7267,4657707,153366,Tree,Desert Ash,Fraxinus,Oxycarpa,,0,67,,Mature,,5-10m,10,Good,5-10m,12,,Low,1,Good,> 20 years,Medium Vigour,2-3m,,,1,0,0101000020E6100000108BBDBC655361407C133B016A7641C0,138.6061691,-34.92511001,Hindmarsh Sq - Mukata -Park Tree - Fraxinus oxycarpa,Adelaide,No,22/08/2028 9:37,8.04,2.91,,,,1/05/2024,22/08/2025 9:37,FraxinusOxycarpa,,,Genus fallback,assets/Trees/LowPoly/FraxinusAmericana.glb,assets/Trees/Realistic/FraxinusAmericana.glb,assets/Trees/Schematic/FraxinusAmericana.glb,assets/Trees/Fan/FraxinusAmericana.glb,assets/Trees/LowPoly/FraxinusAmericana.glb
7300,4657741,153406,Tree,Green Ash,Fraxinus,Pennsylvanica,,0,21,,Mature,,5-10m,0,Good,5-10m,5,,Low,1,Good,10-20 years,High Vigour,Less than 1m,,,1,0,0101000020E6100000DA9FD513675361400C049E07397641C0,138.6063327,-34.92361541,Hindmarsh Sq - Mukata -Park Tree - Fraxinus pennsylvanica,Adelaide,No,20/08/2028 8:55,2.52,1.79,,,,1/05/2024,20/08/2025 8:55,FraxinusPennsylvanica,,,Genus fallback,assets/Trees/LowPoly/FraxinusAmericana.glb,assets/Trees/Realistic/FraxinusAmericana.glb,assets/Trees/Schematic/FraxinusAmericana.glb,assets/Trees/Fan/FraxinusAmericana.glb,assets/Trees/LowPoly/FraxinusAmericana.glb
7338,4657779,153446,Tree,Sheoak,Casuarina,Sp.,,0,35,,Mature,,10-20m,0,Good,10-20m,5,,,0,Good,,Low Vigour,1-2m,,,1,0,0101000020E610000067C691BDD45261406E3913AA867841C0,138.5884693,-34.94160963,Park 22 - Wikaparntu Wirra -Park Tree - Casuarina sp.,Adelaide,No,1/05/2027 0:00,4.2,2.22,,,,1/05/2024,1/05/2024 0:00,CasuarinaSp.,,,Genus fallback,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb,assets/Trees/Realistic/CasuarinaEquisetifolia.glb,assets/Trees/Schematic/CasuarinaEquisetifolia.glb,assets/Trees/Fan/CasuarinaEquisetifolia.glb,assets/Trees/LowPoly/CasuarinaEquisetifolia.glb
7342,4657783,153451,Tree,Pine Species,Pinus,Sp.,,0,91,> 60cm,Mature,,5-10m,0,Good,10-20m,20,,Low,1,Good,> 20 years,High Vigour,2-3m,,,1,0,0101000020E61000000DB21B6C60536140943AB7BF697641C0,138.6055203,-34.9251022,Hindmarsh Sq - Mukata -Park Tree - Pinus sp.,Adelaide,Yes,20/08/2028 11:25,10.92,3.31,,,,1/05/2024,20/08/2025 11:25,PinusSp.,,,Genus fallback,assets/Trees/LowPoly/PinusContorta.glb,assets/Trees/Realistic/PinusContorta.glb,assets/Trees/Schematic/PinusContorta.glb,assets/Trees/Fan/PinusContorta.glb,assets/Trees/LowPoly/PinusContorta.glb
7390,4657831,153502,Tree,Monterey Pine,Pinus,Radiata,,0,45,,Mature,,>20m,0,Good,>20m,20,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E610000067FEE263C15261408AA50E13897841C0,138.5861072,-34.94168318,Park 22 - Wikaparntu Wirra -Park Tree - Pinus radiata,Adelaide,No,1/05/2027 0:00,5.4,2.46,,,,1/05/2024,1/05/2024 0:00,PinusRadiata,,,Genus fallback,assets/Trees/LowPoly/PinusContorta.glb,assets/Trees/Realistic/PinusContorta.glb,assets/Trees/Schematic/PinusContorta.glb,assets/Trees/Fan/PinusContorta.glb,assets/Trees/LowPoly/PinusContorta.glb
7417,4657858,153533,Tree,White Fastigiate Poplar,Populus,Alba,Pyramidalis,0,0,> 60cm,Mature,,10-20m,0,Average,10-20m,0,,Low,1,Fair,10-20 years,High Vigour,2-3m,,,1,0,0101000020E61000009D4CDC2A8853614048C06C2B0B7841C0,138.610372,-34.93784087,Park 19 - Pityarrilla -Park Tree - Populus alba,Adelaide,No,31/07/2028 13:08,,,,,,1/05/2024,31/07/2025 13:08,PopulusAlba,,,Genus fallback,assets/Trees/LowPoly/PopulusTremuloides.glb,assets/Trees/Realistic/PopulusTremuloides.glb,assets/Trees/Schematic/PopulusTremuloides.glb,assets/Trees/Fan/PopulusTremuloides.glb,assets/Trees/LowPoly/PopulusTremuloides.glb
7418,4657859,153534,Tree,Evergreen Oak,Quercus,Ilex,,0,28,,Mature,,5-10m,0,Good,5-10m,5,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E610000032B6C656865361406D7E70FCD87741C0,138.6101488,-34.93630939,Park 18 - Wita Wirra -Park Tree - Quercus ilex,Adelaide,No,1/05/2027 0:00,3.36,2.02,,,,1/05/2024,1/05/2024 0:00,QuercusIlex,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
7423,4657864,153540,Tree,Boer-Bean,Schotia,Brachypetala,,0,46,,Mature,,,0,Good,5-10m,5,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E6100000418F62CAD1526140FCE0DF14947441C0,138.5881092,-34.91076909,Park 01 - Pirltawardli - Park Tree - Schotia Brachypetala 'Schotia Brachypetala',North Adelaide,No,24/07/2027 0:00,5.52,2.49,,,,24/07/2024,24/07/2024 0:00,SchotiaBrachypetala,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7507,4657949,153634,Tree,Peppercorn,Schinus,Areira,,0,86,> 60cm,Mature,,10-20m,0,Good,5-10m,0,,Low,1,Fair,10-20 years,Medium Vigour,2-3m,,,1,0,0101000020E6100000E3B32BE395536140DCDF8F91227641C0,138.6120468,-34.92292995,Park 14 - Murlawirrapurka - Park Tree - Schinus Areira 'Schinus Areira',Adelaide,No,5/08/2028 13:37,10.32,3.23,,,,1/05/2024,5/08/2025 13:37,SchinusAreira,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7558,4658009,153697,Tree,Cape Chestnut,Calodendrum,Capense,,0,7,,Juvenile,,2-5m,0,Good,<5m,5,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E6100000FE26B9682D5361403AC9DACFF77441C0,138.5992931,-34.91381262,Park 12 - Karrawirra - Pennington East - Park Tree - Calodendron Capense,North Adelaide,No,24/07/2027 0:00,2,1.5,,,,24/07/2024,24/07/2024 0:00,CalodendrumCapense,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7561,4658012,153700,Tree,Swamp White Oak,Quercus,Bicolor,,0,70,,Mature,,10-20m,0,Good,5-10m,10,,,0,Good,,High Vigour,2-3m,,,1,0,0101000020E610000062E6F16A2F536140DA5AFCF9F87441C0,138.5995383,-34.91384816,Park 12 - Karrawirra - Pennington East - Park Tree - Quercus Bicolor,North Adelaide,No,24/07/2027 0:00,8.4,2.97,,,,24/07/2024,24/07/2024 0:00,QuercusBicolor,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
7599,4658050,153744,Tree,Northern Pin Oak,Quercus,Ellipsoidalis,,0,54,,Mature,,,0,Good,5-10m,10,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E61000006836340A2E5361402D95B7231C7541C0,138.5993701,-34.91492125,Park 12 - Karrawirra - Pennington East - Park Tree - Quercus Ellipsoidalis,North Adelaide,No,24/07/2027 0:00,6.48,2.66,,,,24/07/2024,24/07/2024 0:00,QuercusEllipsoidalis,,,Genus fallback,assets/Trees/LowPoly/QuercusRubra.glb,assets/Trees/Realistic/QuercusRubra.glb,assets/Trees/Schematic/QuercusRubra.glb,assets/Trees/Fan/QuercusRubra.glb,assets/Trees/LowPoly/QuercusRubra.glb
7606,4658057,153751,Removed,Atlas Cedar,Cedrus,Atlantica,,0,7,,Juvenile,,<2m,1,Good,<5m,3,,,0,Good,,Medium Vigour,Less than 1m,,,1,0,0101000020E6100000F4AED5792F536140C3073C510E7541C0,138.5995454,-34.91449943,Park 12 - Karrawirra - Pennington East - Park Tree - Cedrus Sp.,North Adelaide,No,15/05/2028 8:19,2,1.5,15/05/2025 8:19,Dead,,24/07/2024,15/05/2025 8:19,CedrusAtlantica,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7609,4658060,153754,Tree,Orchid Tree,Bauhinia,Variegata,,0,39,,Mature,,5-10m,0,Good,<5m,5,,,0,Good,,Medium Vigour,1-2m,,,1,0,0101000020E610000010E099752B53614019CC1D05217541C0,138.5990551,-34.91507019,Park 12 - Karrawirra - Pennington East - Park Tree - Bauhinia Sp.,North Adelaide,No,24/07/2027 0:00,4.68,2.32,,,,24/07/2024,24/07/2024 0:00,BauhiniaVariegata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7614,4658065,153759,Tree,Camphor Laurel,Cinnamomum,Camphora,,0,25,,Mature,,5-10m,0,Good,5-10m,5,,,0,Good,,High Vigour,Less than 1m,,,1,0,0101000020E61000002E69D6632C5361403A1AB0790F7541C0,138.5991687,-34.91453477,Park 12 - Karrawirra - Pennington East - Park Tree - Cimmamomum Camphora,North Adelaide,No,24/07/2027 0:00,3,1.92,,,,24/07/2024,24/07/2024 0:00,CinnamomumCamphora,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7630,4658081,153776,Tree,Australian Red Cedar,Toona,Ciliata,,0,47,,Mature,,,0,Good,5-10m,10,,,0,Average,,Medium Vigour,1-2m,,,1,0,0101000020E6100000A9F8BF232A5361401108AED1F67441C0,138.598894,-34.91378232,Park 12 - Karrawirra - Pennington East - Park Tree - Unknown,North Adelaide,No,24/07/2027 0:00,5.64,2.51,,,,24/07/2024,24/07/2024 0:00,ToonaCiliata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
7634,4658085,153780,Tree,Date Palm,Phoenix,Dactilifera,,0,58,,Mature,,5-10m,0,Good,10-20m,10,,,0,Good,,High Vigour,1-2m,,,1,0,0101000020E61000001DE159271353614081D8A924787441C0,138.5960881,-34.90991648,Park 29 - Tantutitingga - Park Tree - Phoenix Dactylifera,North Adelaide,No,24/07/2027 0:00,6.96,2.74,,,,24/07/2024,24/07/2024 0:00,PhoenixDactilifera,,,Genus fallback,assets/Trees/LowPoly/PhoenixDactylifera.glb,assets/Trees/Realistic/PhoenixDactylifera.glb,assets/Trees/Schematic/PhoenixDactylifera.glb,assets/Trees/Fan/PhoenixDactylifera.glb,assets/Trees/LowPoly/PhoenixDactylifera.glb
7680,4658131,153827,Tree,Chilean Wine Palm,Jabaea,Chilensis,,0,98,,Mature,,5-10m,0,Good,5-10m,10,,,0,Good,,High Vigour,Above 3m,,,1,0,0101000020E6100000FD06376322536140DDEEA322677441C0,138.5979477,-34.90939744,Park 29 - Tantutitingga - Park Tree - Jubaea Chilensis,North Adelaide,No,24/07/2027 0:00,11.76,3.42,,,,24/07/2024,24/07/2024 0:00,JabaeaChilensis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
