OBJECTID,id,asset_id,status,common_name,genus,species,variety,species_code,dbh,dbh_range,age,planted_date,canopy,canopy_m,health,height,height_m,legal,risk,riskid,structure,ule,vigour,circumference,overhead_cables,base_material,park_tree,private_tree,geom,lng,lat,approx_address,suburb,significant_tree,next_inspection_due,tpz,srz,removed_date,removed_reason,removed_notes,created_at,updated_at,Key,asset_file,Genus,MatchType,FinalAsset_LowPoly,FinalAsset_Realistic,FinalAsset_Schematic,FinalAsset_Fan,FinalAsset
169,4650593,145748,Tree,American Hackberry,Celtis,Occidentalis,,0,31,,Juvenile,,5-10m,1,Good,5-10m,13,,,0,Good,,,Less than 1m,,,0,0,0101000020E610000011B5238BEA526140CD359225EF7341C0,138.5911308,-34.90573568,Gover St -Street Tree - Celtis occidentalis,North Adelaide,No,12/06/2028 14:41,3.72,2.11,,,,17/10/2024 0:00,12/06/2025 14:41,CeltisOccidentalis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
262,4650686,146193,Tree,Schotia Species,Schotia,Sp.,,0,36,,Mature,,5-10m,10,Good,5-10m,8,,,0,Good,,,1-2m,,,0,0,0101000020E61000004AA82A7EDD5261405FC61C1DBA7641C0,138.5895377,-34.92755474,Franklin St -Street Tree - Schotia sp.,Adelaide,No,17/10/2027 0:00,4.32,2.24,,,,17/10/2024 0:00,17/10/2024 0:00,SchotiaSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
443,4650868,146036,Tree,Black Locust,Robinia,Pseudoacacia,,0,42,,Mature,,5-10m,10,Good,5-10m,9,,,0,Good,,,1-2m,,,0,0,0101000020E6100000C2D952ACBF5261405C59C3C1B57341C0,138.5858976,-34.90398428,Barton Tce West -Street Tree - Robinia pseudoacacia,North Adelaide,No,17/10/2027 0:00,5.04,2.39,,,,17/10/2024 0:00,17/10/2024 0:00,RobiniaPseudoacacia,ESRI.lib/assets/Webstyles/Vegetation/Schematic/RobiniaPseudoacacia.glb,Robinia,Species match,assets/Trees/LowPoly/RobiniaPseudoacacia.glb,assets/Trees/Realistic/RobiniaPseudoacacia.glb,assets/Trees/Schematic/RobiniaPseudoacacia.glb,assets/Trees/Fan/RobiniaPseudoacacia.glb,assets/Trees/LowPoly/RobiniaPseudoacacia.glb
445,4650870,146038,Tree,Pagoda Tree,Styphnolobium,Japonicum,,0,10,,Juvenile,,5-10m,5,Good,5-10m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E610000035B1659EC1526140F7ED1CB1B37341C0,138.5861351,-34.90392126,Barton Tce West -Street Tree - Styphnolobium japonicum,North Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024 0:00,17/10/2024 0:00,StyphnolobiumJaponicum,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
488,4650913,146082,Tree,European Nettle Tree,Celtis,Australis,,0,48,,Mature,,5-10m,9,Good,5-10m,10,,,0,Good,,,1-2m,,,0,0,0101000020E61000009173AC9C07536140BB2730199E7341C0,138.5946792,-34.90326228,Childers St -Street Tree - Celtis australis,North Adelaide,No,17/10/2027 0:00,5.76,2.53,,,,17/10/2024 0:00,17/10/2024 0:00,CeltisAustralis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
489,4650914,146083,Tree,Desert Ash,Fraxinus,Angustifolia subsp. angustifolia,,0,52,,Mature,,5-10m,8,Good,5-10m,10,,,0,Good,,,1-2m,,,0,0,0101000020E61000002079E75006536140A3CBBCD19E7341C0,138.594521,-34.90328428,Childers St -Street Tree - Fraxinus angustifolia,North Adelaide,No,4/07/2028 13:55,6.24,2.62,,,,17/10/2024 0:00,4/07/2025 13:55,FraxinusAngustifolia subsp. angustifolia,,,Genus fallback,assets/Trees/LowPoly/FraxinusAmericana.glb,assets/Trees/Realistic/FraxinusAmericana.glb,assets/Trees/Schematic/FraxinusAmericana.glb,assets/Trees/Fan/FraxinusAmericana.glb,assets/Trees/LowPoly/FraxinusAmericana.glb
535,4650960,146130,Tree,Chinese Hackberry,Celtis,Sinensis,,0,20,,Mature,,5-10m,6,Good,5-10m,7,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000947BCBE6FB526140F411DF26AF7341C0,138.5932497,-34.90378271,Childers St -Street Tree - Celtis sinensis,North Adelaide,No,17/10/2027 0:00,2.4,1.75,,,,17/10/2024 0:00,17/10/2024 0:00,CeltisSinensis,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
542,4650967,155871,Tree,Norfolk Island Hibiscus,Lagunaria,Patersonia,,0,0,,,,,0,,,10,,,0,,,Medium Vigour,,,,1,0,0101000020E6100000DE663BF03B5361404D56B90EDD7441C0,138.6010667,-34.91299614,Park 12 - Karrawirra - Peace Park - Park Tree - Lagunaria Patersonia,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024 0:00,1/05/2024 0:00,LagunariaPatersonia,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
556,4650981,146151,Tree,Swamp Mallet,Eucalyptus,Spathulata,,0,51,,Mature,,5-10m,7,Good,5-10m,8,,,0,Average,,,1-2m,,,0,0,0101000020E61000002C70688001536140D61DAC7BBB7341C0,138.5939333,-34.90415903,Tower St Nth -Street Tree - Eucalyptus spathulata,North Adelaide,No,17/10/2027 0:00,6.12,2.6,,,,17/10/2024 0:00,17/10/2024 0:00,EucalyptusSpathulata,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
564,4650989,146161,Tree,Golden Rain Tree,Koelreuteria,Paniculata,,0,20,,Mature,,5-10m,3,Good,5-10m,4,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000004BAE62F1DB52614079B51645937641C0,138.5893485,-34.92636932,Waymouth St -Street Tree - Koelreuteria paniculata,Adelaide,No,20/08/2028 7:09,2.4,1.75,,,,17/10/2024 0:00,20/08/2025 7:09,KoelreuteriaPaniculata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
569,4650994,146167,Tree,Queensland Box,Lophostemon,Confertus,,0,20,,Mature,,5-10m,4,Good,5-10m,6,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000600A6A53D0526140DF23722CB57641C0,138.5879304,-34.92740398,West Tce -Street Tree - Lophostemon confertus,Adelaide,No,17/10/2027 0:00,2.4,1.75,,,,17/10/2024 0:00,17/10/2024 0:00,LophostemonConfertus,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
689,4651114,146291,Removed,Japanese Pagoda Tree,Schotia,Japonica,,0,0,,Mature,,,4,,,7,,,0,Good,,,,,,0,0,0101000020E610000050B1C5C9D85261408BA3175AC27641C0,138.5889634,-34.92780615,Franklin St - Street Tree - Schotia Japonica 'Sophora Japonica',Adelaide,No,27/03/2028 8:39,,,27/03/2025 8:39,Previously Removed,,1/05/2024 0:00,27/03/2025 8:39,SchotiaJaponica,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
704,4651129,146306,Tree,Honey Locust,Gleditsia,Triacanthos,,0,13,,Mature,,5-10m,4,Good,5-10m,6,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000DF2F0B92E3526140CCFF3738897641C0,138.5902796,-34.92606261,North St -Street Tree - Gleditsia triacanthos,Adelaide,No,11/02/2028 7:16,2,1.5,,,,17/10/2024 0:00,11/02/2025 7:16,GleditsiaTriacanthos,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
724,4651150,146331,Tree,Claret Ash,Fraxinus,Angustifolia,"""Raywoodii""",0,12,,Juvenile,,2-5m,2,Good,<5m,4,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000007529649DE052614058665B17C87341C0,138.5899188,-34.9045438,Childers St -Street Tree - Fraxinus angustifolia,North Adelaide,No,4/07/2028 13:49,2,1.5,,,,17/10/2024 0:00,4/07/2025 13:49,FraxinusAngustifolia,,,Genus fallback,assets/Trees/LowPoly/FraxinusAmericana.glb,assets/Trees/Realistic/FraxinusAmericana.glb,assets/Trees/Schematic/FraxinusAmericana.glb,assets/Trees/Fan/FraxinusAmericana.glb,assets/Trees/LowPoly/FraxinusAmericana.glb
739,4651165,146346,Tree,California Palm,Washingtonia,Filifera,,0,0,,Mature,,,3,,,6,,,0,Good,,,,,,0,0,0101000020E610000023145B41D35261404CB799C8D47341C0,138.588288,-34.90493114,Childers St - Street Tree - Washingtonia Filifera,North Adelaide,No,1/05/2027 0:00,,,,,,1/05/2024 0:00,1/05/2024 0:00,WashingtoniaFilifera,ESRI.lib/assets/Webstyles/Vegetation/Schematic/WashingtoniaFilifera.glb,Washingtonia,Species match,assets/Trees/LowPoly/WashingtoniaFilifera.glb,assets/Trees/Realistic/WashingtoniaFilifera.glb,assets/Trees/Schematic/WashingtoniaFilifera.glb,assets/Trees/Fan/WashingtoniaFilifera.glb,assets/Trees/LowPoly/WashingtoniaFilifera.glb
842,4651268,146452,Tree,Golden Wych Elm,Ulmus,Glabra,Lutescens,0,25,,Juvenile,,5-10m,5,Good,5-10m,10,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000588BF447BD526140413BAFCAE87341C0,138.5856056,-34.90554174,Mills Tce -Street Tree - Ulmus glabra,North Adelaide,No,17/10/2027 0:00,3,1.92,,,,17/10/2024 0:00,17/10/2024 0:00,UlmusGlabra,,,Genus fallback,assets/Trees/LowPoly/UlmusMinor.glb,assets/Trees/Realistic/UlmusMinor.glb,assets/Trees/Schematic/UlmusMinor.glb,assets/Trees/Fan/UlmusMinor.glb,assets/Trees/LowPoly/UlmusMinor.glb
855,4651281,146465,Tree,Maidenhair Tree,Ginkgo,Biloba,,0,15,,Juvenile,,2-5m,5,Good,<5m,7,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000E46FD63BB752614051F0DAC61B7441C0,138.5848674,-34.90709768,Mills Tce -Street Tree - Ginkgo biloba,North Adelaide,No,17/10/2027 0:00,2,1.55,,,,17/10/2024 0:00,17/10/2024 0:00,GinkgoBiloba,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1002,4651428,147290,Tree,Silver Birch,Betula,Pendula,,0,20,,Mature,,5-10m,2,Good,5-10m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000BC4681F4835361406E4B89C9407741C0,138.6098578,-34.93166465,Mclaren St -Street Tree - Betula pendula,Adelaide,No,17/10/2027 0:00,2.4,1.75,,,,17/10/2024 0:00,17/10/2024 0:00,BetulaPendula,,,Genus fallback,assets/Trees/LowPoly/BetulaPapyrifera.glb,assets/Trees/Realistic/BetulaPapyrifera.glb,assets/Trees/Schematic/BetulaPapyrifera.glb,assets/Trees/Fan/BetulaPapyrifera.glb,assets/Trees/LowPoly/BetulaPapyrifera.glb
1144,4651570,146759,Tree,Chinese Flame Tree,Koelreuteria,Bipinnata,,0,13,,Young,,2-5m,1,Good,<5m,2,,Low,1,Good,5-10 years,,Less than 1m,,,0,0,0101000020E6100000A692A6E6175361407E6C1658957341C0,138.5966676,-34.90299512,Barton Tce East -Street Tree - Koelreuteria bipinnata,North Adelaide,No,27/06/2028 9:51,2,1.5,,,,17/10/2024 0:00,27/06/2025 9:51,KoelreuteriaBipinnata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1357,4651783,146981,Tree,Sweet Gum,Liquidambar,Styraciflua,,0,38,,Mature,,10-20m,8,Good,10-20m,11,,,0,Good,,,1-2m,,,0,0,0101000020E61000008D672B8AB2536140529112D4537741C0,138.6155444,-34.93224574,Halifax St -Street Tree - Liquidambar styraciflua,Adelaide,No,17/10/2027 0:00,4.56,2.29,,,,17/10/2024 0:00,17/10/2024 0:00,LiquidambarStyraciflua,ESRI.lib/assets/Webstyles/Vegetation/Schematic/LiquidambarStyraciflua.glb,Liquidambar,Species match,assets/Trees/LowPoly/LiquidambarStyraciflua.glb,assets/Trees/Realistic/LiquidambarStyraciflua.glb,assets/Trees/Schematic/LiquidambarStyraciflua.glb,assets/Trees/Fan/LiquidambarStyraciflua.glb,assets/Trees/LowPoly/LiquidambarStyraciflua.glb
1377,4651803,147003,Tree,West Australian Willow Myrtle,Agonis,Flexuosa,,0,88,,Mature,,10-20m,8,Good,10-20m,8,,,0,Average,,,2-3m,,,0,0,0101000020E6100000F10005CD9D536140B9EB7CAA507741C0,138.6130128,-34.93214923,Halifax St -Street Tree - Agonis flexuosa,Adelaide,No,17/10/2027 0:00,10.56,3.26,,,,17/10/2024 0:00,17/10/2024 0:00,AgonisFlexuosa,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1380,4651806,147006,Tree,Cocos Palm,Syagrus,Romanzoffiana,,0,17,,Juvenile,,5-10m,2,Good,5-10m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000C7DD7B139E536140EEC9477B517741C0,138.6130464,-34.93217412,Halifax St -Street Tree - Syagrus romanzoffiana,Adelaide,No,17/10/2027 0:00,2.04,1.64,,,,17/10/2024 0:00,17/10/2024 0:00,SyagrusRomanzoffiana,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1407,4651833,147033,Tree,American Sycamore,Platanus,Occidentalis,,0,85,,Mature,,10-20m,14,Good,10-20m,14,,,0,Good,,,2-3m,,,0,0,0101000020E61000005877876FBC5361401A8FCED02A7741C0,138.6167524,-34.93099413,East Tce -Street Tree - Platanus occidentalis,Adelaide,No,17/10/2027 0:00,10.2,3.22,,,,17/10/2024 0:00,17/10/2024 0:00,PlatanusOccidentalis,ESRI.lib/assets/Webstyles/Vegetation/Schematic/PlatanusOccidentalis.glb,Platanus,Species match,assets/Trees/LowPoly/PlatanusOccidentalis.glb,assets/Trees/Realistic/PlatanusOccidentalis.glb,assets/Trees/Schematic/PlatanusOccidentalis.glb,assets/Trees/Fan/PlatanusOccidentalis.glb,assets/Trees/LowPoly/PlatanusOccidentalis.glb
1429,4651855,147055,Tree,Ornamental Pear,Pyrus,Sp.,,0,43,,Mature,,5-10m,6,Good,5-10m,8,,,0,Good,,,1-2m,,,0,0,0101000020E6100000E8F0B50C9D5361407535813B337741C0,138.6129211,-34.93125099,Corryton St -Street Tree - Pyrus sp.,Adelaide,No,17/10/2027 0:00,5.16,2.42,,,,17/10/2024 0:00,17/10/2024 0:00,PyrusSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1444,4651870,147070,Tree,Brown Pine,Podocarpus,Elatus,,0,32,,Mature,,5-10m,4,Good,5-10m,8,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000008632F90BA25361409C71544D147741C0,138.6135311,-34.93030707,Gladstone St -Street Tree - Podocarpus elatus,Adelaide,No,20/08/2028 7:20,3.84,2.13,,,,17/10/2024 0:00,20/08/2025 7:20,PodocarpusElatus,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1450,4651876,147076,Tree,Monterey Cypress,Cupressus,Macrocarpa,,0,33,,Mature,,5-10m,3,Good,5-10m,10,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000009445ABA49F5361409478ED90EA7641C0,138.6132377,-34.92903339,Angas Ct -Street Tree - Cupressus macrocarpa,Adelaide,No,17/10/2027 0:00,3.96,2.16,,,,17/10/2024 0:00,17/10/2024 0:00,CupressusMacrocarpa,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
1451,4651877,147077,Tree,Pepper Tree,Schinus,Areira,,0,135,,Mature,,10-20m,14,Good,10-20m,15,,,0,Good,,,Above 3m,,,0,0,0101000020E6100000052F9F519F5361404739B95BE97641C0,138.6131981,-34.92899653,Angas Ct -Street Tree - Schinus areira,Adelaide,No,17/10/2027 0:00,15,3.91,,,,17/10/2024 0:00,17/10/2024 0:00,SchinusAreira,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1502,4651928,147133,Tree,Flame Tree,Brachychiton,Acerifolius,,0,12,,Young,20/07/2023 0:00,2-5m,1,Good,<5m,3,,Low,1,Good,> 20 years,,Less than 1m,,,0,0,0101000020E61000007036678EB6536140A5A54D30F77641C0,138.6160347,-34.9294186,East Tce -Street Tree,Adelaide,No,20/08/2028 10:40,2,1.5,,,,17/10/2024 0:00,20/08/2025 10:40,BrachychitonAcerifolius,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1643,4652069,147278,Tree,Red-Capped Gum,Eucalyptus,Erythrocorys,,0,34,,Mature,,5-10m,3,Average,5-10m,6,,,0,Poor,,,1-2m,,,0,0,0101000020E6100000E8154F3D92536140CE4144283E7741C0,138.6116015,-34.93158439,Mclaren St -Street Tree - Eucalyptus erythrocorys,Adelaide,No,4/03/2028 10:05,4.08,2.19,,,,17/10/2024 0:00,4/03/2025 10:05,EucalyptusErythrocorys,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
1644,4652070,147279,Tree,Lemon Flowered Gum,Eucalyptus,Eucalyptus woodwardii,,0,33,,Mature,,5-10m,7,Good,5-10m,8,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000003CD862B78F536140AB1F61393E7741C0,138.6112935,-34.93158643,Mclaren St -Street Tree - Eucalyptus eucalyptus woodwardii,Adelaide,No,17/10/2027 0:00,3.96,2.16,,,,17/10/2024 0:00,17/10/2024 0:00,EucalyptusEucalyptus woodwardii,,,Genus fallback,assets/Trees/LowPoly/EucalyptusGlobulus.glb,assets/Trees/Realistic/EucalyptusGlobulus.glb,assets/Trees/Schematic/EucalyptusGlobulus.glb,assets/Trees/Fan/EucalyptusGlobulus.glb,assets/Trees/LowPoly/EucalyptusGlobulus.glb
1657,4652083,147294,Tree,Red Flowering Gum,Corymbia,Ficifolia,,0,55,,Mature,,10-20m,10,Good,10-20m,9,,,0,Good,,,1-2m,,,0,0,0101000020E610000010351B757E536140EA97E370417741C0,138.6091867,-34.9316846,Mclaren St -Street Tree - Corymbia ficifolia,Adelaide,No,17/10/2027 0:00,6.6,2.68,,,,17/10/2024 0:00,17/10/2024 0:00,CorymbiaFicifolia,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1664,4652090,147301,Tree,Lemon Tree,Citrus,Limon,,0,25,,Mature,,2-5m,5,Good,<5m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E61000005DF525C095536140175234C5527741C0,138.6120301,-34.93221345,Halifax St -Street Tree - Citrus limon,Adelaide,No,17/10/2027 0:00,3,1.92,,,,17/10/2024 0:00,17/10/2024 0:00,CitrusLimon,,,Genus fallback,assets/Trees/LowPoly/CitrusSinensis.glb,assets/Trees/Realistic/CitrusSinensis.glb,assets/Trees/Schematic/CitrusSinensis.glb,assets/Trees/Fan/CitrusSinensis.glb,assets/Trees/LowPoly/CitrusSinensis.glb
1733,4652159,147370,Tree,Oleander,Nerium,Oleander,,0,5,,Juvenile,,2-5m,1,Good,<5m,1,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000CA83995B86536140D79F692E5C7741C0,138.6101511,-34.93250065,Halifax St -Street Tree - Nerium oleander,Adelaide,No,17/10/2027 0:00,2,1.5,,,,17/10/2024,17/10/2024 0:00,NeriumOleander,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
1820,4652246,147463,Tree,Purple-Leafed Plum,Prunus,X blireana,,0,25,,Mature,,2-5m,1,Good,<5m,3,,,0,Average,,,Less than 1m,,,0,0,0101000020E61000007F2050687F536140F560D6B4A07741C0,138.6093027,-34.93459187,Charlotte Pl -Street Tree - Prunus x blireana,Adelaide,No,17/10/2027 0:00,3,1.92,,,,17/10/2024,17/10/2024 0:00,PrunusX blireana,,,Genus fallback,assets/Trees/LowPoly/PrunusArmeniaca.glb,assets/Trees/Realistic/PrunusArmeniaca.glb,assets/Trees/Schematic/PrunusArmeniaca.glb,assets/Trees/Fan/PrunusArmeniaca.glb,assets/Trees/LowPoly/PrunusArmeniaca.glb
1848,4652274,147491,Tree,Mediteranean Cypress,Cupressus,Sempervirens,,0,30,,Mature,,5-10m,2,Good,5-10m,7,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000FA9959CFF9526140FD6838656E7441C0,138.5929944,-34.909619,Ward St -Street Tree - Cupressus sempervirens,North Adelaide,No,17/10/2027 0:00,3.6,2.08,,,,17/10/2024,17/10/2024 0:00,CupressusSempervirens,,,Genus fallback,assets/Trees/LowPoly/CupressusLeylandii.glb,assets/Trees/Realistic/CupressusLeylandii.glb,assets/Trees/Schematic/CupressusLeylandii.glb,assets/Trees/Fan/CupressusLeylandii.glb,assets/Trees/LowPoly/CupressusLeylandii.glb
2083,4652509,147736,Tree,Crab Apple,Malus,Sp.,,0,31,,Mature,,5-10m,3,Good,5-10m,7,,,0,Good,,,Less than 1m,,,0,0,0101000020E610000051233EC18F536140FBCC1783A07741C0,138.6112982,-34.93458594,Blackburn St -Street Tree - Malus sp.,Adelaide,No,27/02/2028 7:10,3.72,2.11,,,,17/10/2024,27/02/2025 7:10,MalusSp.,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
2214,4652640,147869,Tree,Tree Of Heaven,Ailanthus,Altissima,,0,45,,Mature,8/11/2024,5-10m,8,Good,5-10m,9,,,0,Average,,,1-2m,,,0,0,0101000020E6100000506F46CD575361402491C71D807741C0,138.604468,-34.9335973,Sanders Pl -Street Tree - Ailanthus altissima,Adelaide,No,17/10/2027 0:00,5.4,2.46,,,,17/10/2024,17/10/2024 0:00,AilanthusAltissima,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
2278,4652704,147934,Tree,Japanese Maple,Acer,Palmatum,,0,15,,Mature,,5-10m,2,Good,5-10m,6,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000BC8564B7455361405956F54D757741C0,138.6022603,-34.93326735,Howard Florey St -Street Tree - Acer palmatum,Adelaide,No,17/10/2027 0:00,2,1.55,,,,17/10/2024,17/10/2024 0:00,AcerPalmatum,,,Genus fallback,assets/Trees/LowPoly/AcerPlatanoides.glb,assets/Trees/Realistic/AcerPlatanoides.glb,assets/Trees/Schematic/AcerPlatanoides.glb,assets/Trees/Fan/AcerPlatanoides.glb,assets/Trees/LowPoly/AcerPlatanoides.glb
2654,4653080,148324,Tree,Musashino Zelkova,Zelkova,Serrata,"""Musashino""",0,17,,Juvenile,,5-10m,2,Good,5-10m,5,,,0,Good,,,Less than 1m,,,0,0,0101000020E6100000B9B0C9756E5361408398D753A37641C0,138.6072339,-34.92685936,Flinders St -Street Tree - Zelkova serrata,Adelaide,No,17/10/2027 0:00,2.04,1.64,,,,17/10/2024,17/10/2024 0:00,ZelkovaSerrata,,,Unknown,assets/Trees/LowPoly/Unknown.glb,assets/Trees/Realistic/Unknown.glb,assets/Trees/Schematic/Unknown.glb,assets/Trees/Fan/Unknown.glb,assets/Trees/LowPoly/Unknown.glb
2734,4653160,148404,Tree,Cut-Leaf Plane,Platanus,Digitalis,,0,32,,Mature,,5-10m,8,Good,5-10m,9,,,0,Good,,,1-2m,,,0,0,0101000020E6100000F89A2F406C536140453D8E30D67641C0,138.6069642,-34.92841155,Wakefield St -Street Tree - Platanus digitalis,Adelaide,No,16/07/2028 9:11,3.84,2.13,,,,17/10/2024,16/07/2025 9:11,PlatanusDigitalis,,,Genus fallback,assets/Trees/LowPoly/PlatanusOccidentalis.glb,assets/Trees/Realistic/PlatanusOccidentalis.glb,assets/Trees/Schematic/PlatanusOccidentalis.glb,assets/Trees/Fan/PlatanusOccidentalis.glb,assets/Trees/LowPoly/PlatanusOccidentalis.glb
